pl_name,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_dens,pl_insol,pl_eqt,pl_orbeccen,pl_ratror,pl_ratdor,pl_trandep,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_pnum,pl_ratror_reflink,pl_ratdor_reflink,pl_trandep_reflink
"Kepler-1815 b",2.74892620,7.99000000,12.19139957000,0.0984000000,2.110000,80.0100,763.00,0.000000,0.02333900,50.410000,0.06658000,5516.00,0.967000,0.856000,-0.0600,4.399000,1006.63000000,1,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"K2-111 c",3.34000000,11.10000000,15.67480000000,0.1156500000,1.640000,142.0569,923.00,0.069000,,19.910000,,5775.00,1.250000,0.840000,-0.4600,4.250000,200.39400000,2,,"<a refstr=PALETHORPE_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..532P/abstract target=ref>Palethorpe et al. 2026</a>",
"Kepler-717 b",2.42000000,6.44000000,4.40840023000,0.0520000000,2.500000,398.0000,1139.00,0.000000,0.02605300,3.450000,0.05494000,5485.00,0.850000,0.880000,-0.1200,4.530000,2805.48000000,1,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"K2-188 c",2.83000000,8.40000000,7.81025300000,0.0785000000,2.040000,230.6280,1026.00,,0.02180000,15.560000,0.04800000,5977.00,1.190000,1.060000,-0.0100,4.310000,446.82100000,2,"<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>"
"Kepler-304 c",2.17000000,5.35000000,5.31594600000,0.0540000000,2.880000,73.5980,746.00,0.000000,0.02878900,37.980000,0.10497000,4731.00,0.687000,0.737000,0.0300,4.635000,434.68400000,4,"<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>"
"HAT-P-43 b",13.63000000,210.39500000,3.33264140000,0.0444000000,0.390000,521.8770,1353.00,0.000000,0.11580000,8.860000,1.70080000,5693.00,1.080000,1.030000,0.2000,4.380000,528.82500000,1,"<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>","<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>","<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>"
"TOI-375 c",13.40000000,669.34662514,115.50000000000,0.5240000000,1.530000,21.0700,596.00,,,,,5259.90,2.900000,1.441000,0.0840,3.672000,396.21300000,3,,,
"Kepler-560 b",1.72000000,3.61000000,18.47764449000,0.0899000000,3.900000,2.4600,298.00,0.170000,0.04789900,78.710000,0.27790000,3556.00,0.330000,0.340000,-0.3900,4.940000,109.30800000,1,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>","<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>"
"Kepler-1972 c",0.86800000,2.11000000,11.32950000000,0.1049300000,18.400000,198.4000,1215.00,0.043000,0.00575000,16.190000,0.00171000,5818.00,1.384000,1.120000,0.2300,4.200000,287.33900000,2,"<a refstr=LELEU_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...661A.141L/abstract target=ref>Leleu et al. 2022</a>","<a refstr=LELEU_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...661A.141L/abstract target=ref>Leleu et al. 2022</a>","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>"
"Kepler-1566 b",0.79000000,0.41800000,0.53991523800,0.0119800000,4.660000,2340.9840,1871.00,0.000000,0.00923500,3.692000,0.00970000,5254.00,0.810000,0.840000,-0.0700,4.560000,466.58600000,1,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"kap And b",15.91675259,5498.43144110,,55.0000000000,7.490000,0.0207,1791.00,,,,,11327.00,2.109000,2.768000,0.0000,4.174000,50.01770000,1,,,
"Kepler-1432 b",2.22000000,5.56000000,23.91090110000,0.1696000000,2.790000,119.2370,709.00,0.000000,0.01810100,34.200000,0.02940000,6031.00,1.130000,1.090000,0.0200,4.370000,2171.87000000,1,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"PZ Tel b",11.90000000,8581.36698900,44000.00000000000,27.0000000000,28.000000,0.0014,53.77,0.520000,,,,5169.00,1.256460,1.360000,,4.184250,47.06480000,1,,,
"Kepler-1840 b",2.77771129,8.13000000,131.19000240000,0.4620600000,2.080000,1.3000,284.00,0.000000,0.02673200,148.700000,0.09159000,4898.00,0.803000,0.774000,0.1400,4.518000,513.10700000,1,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"Kepler-704 b",2.61000000,7.32000000,3.76182115000,0.0470000000,2.260000,514.1240,1121.00,0.000000,0.02499400,3.730000,0.05106000,5616.00,0.960000,0.970000,0.0900,4.460000,1228.83000000,1,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"TOI-172 b",10.81668500,1722.63860000,9.47725000000,0.0914000000,7.530000,299.0000,1198.00,0.380600,0.05588000,11.090000,0.31200000,5645.00,1.777000,1.128000,0.1480,3.993000,342.83100000,1,"<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..191R/abstract target=ref>Rodriguez et al. 2019</a>","<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..191R/abstract target=ref>Rodriguez et al. 2019</a>","<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..191R/abstract target=ref>Rodriguez et al. 2019</a>"
"HD 82943 c",13.40000000,622.60300000,220.07800000000,0.7434500000,1.420000,2.8285,360.95,0.366300,,,,5935.00,1.182600,1.080000,0.2600,4.325820,27.59020000,2,,,
"EPIC 206042996 c",1.20000000,1.87000000,0.35488400000,,5.950000,,,,0.02230000,2.600000,0.05530000,4114.00,0.500000,0.565000,0.0060,4.800000,451.76900000,2,"<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>","<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>"
"HD 68475 b",12.80000000,1639.99458012,7832.00000000000,7.2700000000,4.300000,0.0068,79.88,0.620000,,,,5022.00,0.790990,0.830000,0.0700,4.560000,33.42970000,1,,,
"Kepler-671 b",2.69000000,7.70000000,4.28095858800,0.0503000000,2.170000,331.4380,1012.00,0.000000,0.02572700,11.090000,0.07508000,5624.00,0.950000,0.970000,0.0800,4.470000,1168.26000000,1,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"Kepler-1806 b",2.35560189,6.15000000,9.03332042700,0.0813000000,2.590000,66.8900,729.00,0.000000,0.02281900,21.140000,0.06107000,5311.00,0.788000,0.884000,-0.0400,4.588000,978.06600000,1,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"Kepler-1388 c",2.26000000,5.73000000,5.53608151000,0.0519000000,2.730000,51.0440,566.00,0.000000,0.03429600,19.800000,0.12233000,4098.00,0.610000,0.630000,0.0200,4.670000,453.79500000,4,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"CoRoT-11 b",16.03000000,740.51000000,2.99433000000,0.0436000000,0.990000,1890.6490,1657.00,0.000000,0.10700000,6.890000,1.14490000,6440.00,1.370000,1.270000,-0.0300,4.220000,655.03700000,1,"<a refstr=GANDOLFI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..55G/abstract target=ref> Gandolfi et al. 2010 </a>","<a refstr=GANDOLFI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..55G/abstract target=ref> Gandolfi et al. 2010 </a>","<a refstr=GANDOLFI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..55G/abstract target=ref> Gandolfi et al. 2010 </a>"
"TOI-1235 b",1.69000000,6.69000000,3.44471400000,0.0384500000,7.250000,60.3000,775.00,0.049000,0.02508000,13.290000,0.06450000,3997.00,0.619000,0.630000,0.3300,4.640000,39.63450000,1,"<a refstr=BLUHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A.132B/abstract target=ref>Bluhm et al. 2020</a>","<a refstr=BLUHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A.132B/abstract target=ref>Bluhm et al. 2020</a>","<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...22C/abstract target=ref>Cloutier et al. 2020</a>"
"HD 1397 b",11.50043400,131.89945000,11.53533000000,0.1097000000,0.477000,356.0000,1228.30,0.251000,0.04513000,10.100000,0.20370000,5521.00,2.336000,1.324000,0.2900,3.823000,79.57020000,1,"<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>","<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>","<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>"
"Kepler-1519 b",7.06000000,39.60000000,240.79893970000,0.7655000000,0.618000,3.9440,342.00,0.000000,0.07061100,96.400000,0.50229000,5644.00,0.910000,0.940000,-0.0700,4.500000,1441.63000000,1,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"Kepler-121 c",2.27000000,5.77000000,41.00801100000,0.2160000000,2.710000,7.2960,425.00,0.000000,0.03424200,39.200000,0.10045000,5311.00,0.701000,0.859000,-0.0800,4.646000,510.52300000,2,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"Kepler-1801 c",2.91000000,8.80000000,116.58318300000,0.4572000000,1.960000,4.4700,371.00,0.000000,0.02714800,129.500000,0.08190000,5738.00,0.981000,0.936000,-0.0600,4.426000,839.33200000,2,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"TOI-2000 c",8.14000000,81.70000000,9.12705500000,0.0878000000,0.829000,149.0000,1038.00,0.063000,0.06581000,16.640000,0.45680000,5611.00,1.134000,1.082000,0.4390,4.363000,175.71300000,2,"<a refstr=SHA_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.524.1113S/abstract target=ref>Sha et al. 2023</a>","<a refstr=SHA_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.524.1113S/abstract target=ref>Sha et al. 2023</a>","<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>"
"Kepler-1726 b",2.50861954,6.84000000,18.39629936000,0.1279400000,2.380000,24.0000,582.00,0.000000,0.02527700,23.700000,0.07130000,5316.00,0.804000,0.876000,0.0000,4.570000,390.55200000,1,"<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>","<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>"
"K2-154 c",2.07000000,4.94000000,7.95486000000,0.0677000000,3.060000,20.5000,552.00,,0.03000000,24.900000,0.11000000,4097.00,0.630000,0.650000,0.2100,4.650000,129.35600000,2,"<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>"
"WASP-11 b",12.44199000,251.08570000,3.72247000000,0.0435000000,0.632000,184.9880,992.00,0.000000,0.13100000,12.710000,1.60000000,4800.00,0.890000,1.420000,0.0000,4.450000,124.73000000,1,"<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>","<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>","<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>"
"Kepler-286 e",1.77000000,3.78000000,29.22128900000,0.1760000000,3.750000,20.6000,539.00,0.000000,0.01808600,58.140000,0.03940000,5580.00,0.863000,0.830000,-0.2500,4.495000,1226.85000000,4,"<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"HD 82886 b",13.30000000,740.54390000,705.00000000000,1.5800000000,1.730000,5.5680,435.78,0.070000,,,,4953.00,5.260000,2.530000,-0.3100,3.400000,127.06100000,1,,,
"Kepler-275 c",3.38000000,11.40000000,16.08813400000,0.1320000000,1.620000,146.5000,875.00,0.000000,0.02368000,22.020000,0.05978000,6165.00,1.383000,1.189000,0.0800,4.229000,2034.25000000,3,"<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"K2-183 c",2.30000000,5.90000000,10.78799200000,0.0932000000,2.660000,84.9927,787.00,,0.02420000,22.000000,0.09010000,5482.00,0.870000,0.942219,0.0900,4.600000,329.04100000,3,"<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>","<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>"
"NGTS-21 b",14.90794433,750.07504052,1.54338970000,0.0236000000,1.250000,514.2853,1357.00,0.000000,0.15900000,5.890000,2.54656223,4660.00,0.860000,0.720000,-0.2600,4.630000,592.89100000,1,"<a refstr=ALVES_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.517.4447A/abstract target=ref>Alves et al. 2022</a>","<a refstr=ALVES_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.517.4447A/abstract target=ref>Alves et al. 2022</a>","<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>"
"HD 108202 b",13.10000000,953.48522100,2990.00000000000,3.7000000000,2.330000,0.0125,93.04,0.520000,,,,4556.03,0.663550,0.740000,0.3048,4.651650,38.68460000,1,,,
"BD-210397 c",12.90000000,1525.57635360,6240.00000000000,5.9000000000,3.910000,0.0039,69.51,0.430000,,,,4051.00,0.747000,0.690000,0.1200,4.670000,23.73240000,2,,,
"TOI-1739 b",1.94600000,4.45000000,8.30334140600,0.0738720000,3.320000,53.9100,755.55,,0.02260000,32.460000,0.04300000,4814.00,0.781000,0.780000,0.0700,4.584000,70.98190000,1,"<a refstr=CROSSFIELD_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...89C/abstract target=ref>Crossfield et al. 2025</a>","<a refstr=MISTRY_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024PASA...41...30M/abstract target=ref>Mistry et al. 2024</a>","<a refstr=MISTRY_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024PASA...41...30M/abstract target=ref>Mistry et al. 2024</a>"
"Kepler-648 b",3.22000000,10.50000000,17.42117490000,0.1332400000,1.730000,47.3360,674.00,0.000000,0.02996100,18.400000,0.09281000,5741.00,0.980000,1.050000,0.2100,4.480000,636.03000000,1,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"1RXS J160929.1-210524 b",18.64700000,3000.00000000,,330.0000000000,2.540000,0.0000,1700.00,,,,,4060.00,1.313160,0.850000,,3.995920,139.13500000,1,,,
"Kepler-1462 b",3.82000000,14.00000000,65.64883410000,0.3094000000,1.380000,4.7040,390.00,0.000000,0.03529500,70.610000,0.09839000,5756.00,1.000000,1.000000,0.0600,4.450000,1017.82000000,1,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"TOI-2518 b",2.26838675,5.77000000,6.89797425216,,2.720000,239.1330,1095.00,,0.02088642,12.970134,0.05500000,5751.20,0.993374,1.110000,,4.377400,160.82500000,1,"<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>","<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>","<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>"
"Kepler-124 b",0.73000000,0.31500000,3.41049300000,0.0390000000,4.450000,198.8430,892.00,0.000000,0.01120700,2.850000,0.01362000,4984.00,0.636000,0.706000,-0.4600,4.669000,420.04600000,3,"<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
