pl_name,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,pl_dens,pl_insol,st_mass,st_rad,st_teff,st_lum,st_met,sy_pnum,discoverymethod,pl_dens_reflink,pl_orbsmax_reflink,pl_insol_reflink
"GJ 581 b",20.50000000,4.79000000,5.36860000000,0.0399000000,1.020000,7.7669,0.295000,0.302000,3500.00,-1.90781,-0.0800,3,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=VON_STAUFFENBERG_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.112V/abstract target=ref>von Stauffenberg et al. 2024</a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"HD 153557 d",8725.66108578,11.90000000,40654.64809000000,21.4490000000,28.500000,0.0006,0.790000,0.745171,4837.00,-0.56249,,3,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"GJ 3998 d",6.07000000,2.34000000,41.78000000000,0.1890000000,2.600000,1.2000,0.520000,0.500000,3726.00,-1.35800,-0.1300,3,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=STEFANOV_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...695A..62S/abstract target=ref>Stefanov et al. 2025</a>","<a refstr=STEFANOV_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...695A..62S/abstract target=ref>Stefanov et al. 2025</a>"
"Kepler-1415 b",2.21000000,1.29000000,0.63642408000,0.0141600000,5.660000,2138.0790,0.890000,0.840000,5267.00,-0.29708,0.1200,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"Kepler-501 b",17.10000000,4.30000000,5.64067757200,0.0627000000,1.180000,324.8560,1.030000,1.040000,5904.00,0.21635,-0.0300,2,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"HAT-P-69 b",1137.83140000,18.78628400,4.78694910000,0.0655500000,1.020000,2320.1800,1.648000,1.926000,7394.00,1.00000,-0.0690,1,"Transit","<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract target=ref>Zhou et al. 2019</a>","<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract target=ref>Zhou et al. 2019</a>","<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>"
"HD 205158 b",124.58873554,13.90000000,25.33798000000,0.1770000000,0.255000,143.4540,1.160000,1.877410,6133.55,0.65266,,1,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"KOI-7913 b",6.08000000,2.34000000,24.27855300000,0.1456000000,2.610000,8.2700,0.760000,0.788000,4324.00,-0.76792,-0.0600,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"Kepler-1177 b",4.27000000,1.90000000,106.24754700000,0.4301000000,3.420000,11.8620,0.980000,0.970000,5712.00,0.34212,0.0200,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"HD 221287 b",982.05000000,13.10000000,456.10000000000,1.2500000000,2.400000,1.0624,1.250000,1.138640,6304.00,0.22011,-0.0300,1,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=NAEF_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...470..721N/abstract target=ref> Naef et al. 2007 </a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"TOI-1203 c",5.46000000,2.20000000,13.07660000000,,2.820000,,0.886000,1.179000,5737.00,0.12977,-0.3900,4,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>",,
"HIP 38594 b",8.10000000,2.77000000,60.72200000000,0.2560000000,2.090000,1.3216,0.610000,0.626646,4086.30,-1.06243,,2,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"Kepler-961 b",7.04000000,2.55000000,16.87727414000,0.1258500000,2.330000,40.4000,0.960000,0.900000,5582.00,-0.19378,0.0500,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"TOI-5153 b",1036.12060682,11.88151954,20.33003000000,0.1580000000,3.390000,49.5559,1.240000,1.400000,6300.00,0.46423,0.1200,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=ULMER_MOLL_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A..46U/abstract target=ref>Ulmer-Moll et al. 2022</a>","<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>"
"Kepler-226 b",24.00000000,1.55000000,3.94099700000,0.0470000000,35.400000,270.4020,0.904000,0.802000,5571.00,-0.23921,0.0900,3,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"Kepler-1485 b",2.76000000,1.47000000,19.91577250000,0.1473200000,4.770000,85.1760,1.110000,1.120000,6087.00,0.28006,0.0200,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"Kepler-389 c",2.73000000,1.46000000,14.51143000000,0.1100000000,4.820000,22.7350,0.765000,0.792000,5376.00,-0.51588,-0.1000,2,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"Kepler-241 b",6.04000000,2.33000000,12.71809200000,0.0940000000,2.620000,23.6000,0.671000,0.668000,4699.00,-0.60729,0.0310,2,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"Kepler-1239 b",8.75000000,2.90000000,5.19104016000,0.0625000000,1.970000,462.9100,1.400000,1.570000,6564.00,0.44712,0.2200,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"Kepler-937 c",7.61000000,2.67000000,153.34336400000,0.5545000000,2.200000,6.9300,1.150000,1.220000,6095.00,0.28097,0.0800,2,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"HD 208487 b",146.20106722,14.30000000,129.36000000000,0.5300000000,0.275000,6.0876,1.150000,1.160000,6134.00,0.23300,0.0900,1,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=RUBENSTEIN_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A.139R/abstract target=ref>Rubenstein et al. 2025</a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"Kepler-460 c",26.10000000,5.52000000,220.13033570000,0.7531800000,0.853000,7.4000,1.170000,1.260000,6146.00,0.64137,0.0600,2,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>","<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>"
"OGLE-TR-111 b",174.79900000,11.42197100,4.01444630000,0.0473000000,0.650000,204.9529,0.820000,0.830000,5040.00,-0.33862,0.1900,1,"Transit","<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>","<a refstr=ADAMS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1003.0457A/abstract target=ref> Adams et al. 2010 </a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"TOI-5926 b",44.60000000,7.56807148,3.81122794237,,0.565000,157.6440,0.946000,0.890046,5388.92,-0.20728,,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>",,"<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>"
"Kepler-1696 b",8.29000000,2.80982017,65.94090000000,0.3244000000,2.050000,10.0400,1.020000,1.198110,5712.00,0.13884,-0.0400,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"Kepler-1965 b",2.40000000,1.35415138,41.86869812000,0.2297100000,5.310000,13.8000,0.928000,0.837000,5852.00,-0.07602,-0.3000,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>","<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>"
"Kepler-58 e",597.79600000,1.61000000,4.45814897000,0.0533000000,131.000000,511.6000,1.017000,1.083000,6100.00,-0.00422,-0.1200,4,"Transit","<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"Kepler-1266 c",3.46000000,1.68023962,4.86631012000,0.0506000000,4.010000,110.4000,0.791000,0.831000,4996.00,-0.52996,0.1400,2,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>","<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>"
"HD 159243 b",359.13000000,13.70000000,12.62000000000,0.1100000000,0.767000,107.4520,1.125000,1.120000,6123.00,0.11400,0.0500,2,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"Kepler-949 b",8.80000000,2.91000000,8.68930729600,0.0773900000,1.960000,58.4420,0.890000,0.860000,5403.00,-0.44164,0.0100,2,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"Kepler-1622 b",2.76000000,1.47000000,10.81187370000,0.1013600000,4.770000,236.0050,1.310000,1.500000,6436.00,0.37304,0.0400,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"TOI-4010 b",11.00000000,3.02000000,1.34833500000,0.0229000000,2.200000,714.0000,0.880000,0.830000,4960.00,-0.39960,0.3700,4,"Transit","<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>","<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>","<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>"
"Kepler-1725 b",8.31000000,2.81251770,16.71990013000,0.1326300000,2.050000,84.1000,1.049000,1.085000,6020.00,0.19852,0.0000,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>","<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>"
"Kepler-1826 b",2.78000000,1.47519116,1.61536002200,0.0213000000,4.760000,99.3200,0.490000,0.486000,3821.00,-1.12218,-0.2800,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"Kepler-1847 b",7.97000000,2.74516914,11.12969971000,0.0989000000,2.120000,119.4400,1.041000,0.964000,6122.00,0.09941,-0.1800,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"Kepler-1401 b",3.46000000,1.68000000,11.20066445000,0.0975000000,4.010000,100.9100,1.070000,1.100000,5964.00,0.14000,0.0400,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"GJ 581 e",2.48000000,1.38000000,3.14810000000,0.0279900000,5.190000,15.7830,0.295000,0.302000,3500.00,-1.90781,-0.0800,3,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=VON_STAUFFENBERG_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.112V/abstract target=ref>von Stauffenberg et al. 2024</a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"Kepler-1853 b",2.92000000,1.51862272,48.88819885000,0.2395000000,4.580000,5.2300,0.765000,0.788000,4821.00,-0.56217,0.1600,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"Kepler-155 c",5.65000000,2.24000000,52.66179300000,0.2420000000,2.760000,1.2800,0.635000,0.620000,4508.00,-1.21000,-0.1420,2,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"Kepler-770 d",2.54000000,1.40000000,4.15244722000,0.0616000000,5.090000,209.7520,0.940000,0.920000,5598.00,0.05399,-0.0100,3,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"Kepler-913 c",14.20000000,3.85807090,5.93911981600,0.0699000000,1.360000,122.8200,1.294000,1.797000,6068.00,-0.28163,0.1600,2,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>"
"HD 73256 c",5085.25451200,12.20000000,2690.00000000000,3.8000000000,15.400000,0.0511,1.000000,0.944723,5570.00,-0.13198,0.2900,1,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=PHILIPOT_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A.107P/abstract target=ref>Philipot et al. 2023</a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"Kepler-445 d",2.10000000,1.25000000,8.15275000000,0.0439000000,5.910000,4.3140,0.180000,0.210000,3157.00,-2.09994,0.2700,3,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"Kepler-163 c",5.73000000,2.26000000,21.34726200000,0.1520000000,2.730000,30.2380,0.882000,0.917000,5776.00,-0.13799,0.1412,2,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"Kepler-1491 c",6.53000000,2.44000000,61.56976500000,0.3045000000,2.470000,18.6600,0.991000,1.389000,5626.00,0.35471,0.1400,2,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"Kepler-46 c",119.49900000,13.50000000,57.01100000000,0.2799000000,0.267000,7.0957,0.902000,0.938000,5155.00,-0.25500,0.4100,3,"Transit Timing Variations","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=NESVORNY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Sci...336.1133N/abstract target=ref> Nesvorn&yacute; et al. 2012 </a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"K2-190 c",1.34000000,1.09308317,21.57402300000,,5.640000,,0.904597,0.912206,5631.00,-0.06781,-0.1900,2,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>",,
"WASP-48 b",254.26400000,16.81350000,2.14363000000,0.0344400000,0.415000,3410.2601,0.880000,1.580000,5920.00,0.58013,-0.1200,1,"Transit","<a refstr=CICERI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...577A..54C/abstract target=ref>Ciceri et al. 2015</a>","<a refstr=ENOCH_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.2827E/abstract target=ref> Enoch et al. 2011 </a>","<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>"
"Kepler-56 b",22.10000000,6.51000000,10.50160000000,0.1028000000,0.442000,819.2450,1.320000,4.230000,4840.00,0.90455,0.2000,3,"Transit","<a refstr=HUBER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...342..331H/abstract target=ref> Huber et al. 2013 </a>","<a refstr=HUBER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...342..331H/abstract target=ref> Huber et al. 2013 </a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
