surface,adsorbate,energy,equation
Ag,OH,0.5899550472794317,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.5899550472794317,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.5899550472794317,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.5899550472794317,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.5899550472794317,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.5899550472794317,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.5899550472794317,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.5899550472794317,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.5899550472794317,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.5899550472794317,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.5899550472794317,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.5899550472794317,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.5899550472794317,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.5899550472794317,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.5899550472794317,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.5899550472794317,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.5899550472794317,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.5899550472794317,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,0.7181514141819889,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag,OH,1.3874351285820694,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6129463536825597,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,0.6645350557854499,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Bi,OH,1.0560895903807932,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.6598892562805077,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,0.7573574399838208,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.0031484824838799,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
Ag3Pt,OH,1.3035667863849767,"H2O(g) - 0.5H2(g) + * -> OH*"
AgTa,C,1.7630202543923588,"CH4(g) - 2.0H2(g) + * -> C*"
AgTa,C,1.7630202543923588,"CH4(g) - 2.0H2(g) + * -> C*"
AgTa,C,1.7630202543923588,"CH4(g) - 2.0H2(g) + * -> C*"
AgTa,C,1.7630202543923588,"CH4(g) - 2.0H2(g) + * -> C*"
AgTa,C,1.7630202543923588,"CH4(g) - 2.0H2(g) + * -> C*"
AgTa,C,1.7630202543923588,"CH4(g) - 2.0H2(g) + * -> C*"
